id,esfera,categoria,categoria_descricao,texto_justificativa,objeto_complexo,objeto_descricao,valor_estimado,resultado,resultado_descricao
IMP_014,Municipal,INC_MER,"Incompatibilidade com Práticas de Mercado: Prazos inexequíveis de entrega, cláusulas draconianas de nível de serviço (SLA) ou escopos excessivamente amplos.",O prazo de 15 dias estabelecido para a customização total de um ERP de grande porte é flagrantemente inexequível perante a engenharia de software.,0,Bens e Serviços Comuns de TI,6499000.0,0,Rejeitada (Improcedente)
IMP_015,Federal,SUP_EXI,Superespecificação de Exigências: Cláusulas exigindo certificações excessivas de equipe ou experiência prévia incompatível com a complexidade real do objeto.,"Exigência de atestado de capacidade técnica comprovando a migração de mais de 10 milhões de cadastros simultâneos, desproporcional ao objeto.",0,Bens e Serviços Comuns de TI,86000.0,0,Rejeitada (Improcedente)
IMP_016,Federal,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A exigência no item 4.2 do edital limita a participação apenas a parceiros Gold da fabricante multinacional X, frustrando o caráter competitivo do certame.",0,Bens e Serviços Comuns de TI,76000.0,0,Rejeitada (Improcedente)
IMP_017,Estadual,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A exigência no item 4.2 do edital limita a participação apenas a parceiros Gold da fabricante multinacional X, frustrando o caráter competitivo do certame.",0,Bens e Serviços Comuns de TI,820000.0,0,Rejeitada (Improcedente)
IMP_018,Municipal,INC_ORC,"Incongruência Orçamentária: Subestimação crônica dos preços de mercado para o desenvolvimento ou aquisição tecnológica, gerando licitações desertas.","Pesquisa de preços baseou-se em cotações obsoletas de 2019, desconsiderando a inflação dos insumos de semicondutores e custos de pessoal de TI.",0,Bens e Serviços Comuns de TI,605000.0,0,Rejeitada (Improcedente)
IMP_019,Estadual,SUP_EXI,Superespecificação de Exigências: Cláusulas exigindo certificações excessivas de equipe ou experiência prévia incompatível com a complexidade real do objeto.,"Exigência de atestado de capacidade técnica comprovando a migração de mais de 10 milhões de cadastros simultâneos, desproporcional ao objeto.",0,Bens e Serviços Comuns de TI,1564000.0,0,Rejeitada (Improcedente)
IMP_020,Estadual,SUP_EXI,Superespecificação de Exigências: Cláusulas exigindo certificações excessivas de equipe ou experiência prévia incompatível com a complexidade real do objeto.,O edital exige que a equipe de engenheiros possua 5 certificações internacionais raras para a prestação de serviço básico de suporte a helpdesk.,0,Bens e Serviços Comuns de TI,70000.0,0,Rejeitada (Improcedente)
IMP_021,Federal,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A exigência no item 4.2 do edital limita a participação apenas a parceiros Gold da fabricante multinacional X, frustrando o caráter competitivo do certame.",0,Bens e Serviços Comuns de TI,88000.0,0,Rejeitada (Improcedente)
IMP_022,Federal,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A especificação técnica exige tela de notebook com exatos 14.1 polegadas e carcaça metálica patenteada pela marca Y, direcionando a licitação.",0,Bens e Serviços Comuns de TI,688000.0,0,Rejeitada (Improcedente)
IMP_023,Estadual,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A exigência no item 4.2 do edital limita a participação apenas a parceiros Gold da fabricante multinacional X, frustrando o caráter competitivo do certame.",0,Bens e Serviços Comuns de TI,6326000.0,0,Rejeitada (Improcedente)
IMP_024,Estadual,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A exigência no item 4.2 do edital limita a participação apenas a parceiros Gold da fabricante multinacional X, frustrando o caráter competitivo do certame.",0,Bens e Serviços Comuns de TI,78000.0,0,Rejeitada (Improcedente)
IMP_025,Estadual,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A exigência no item 4.2 do edital limita a participação apenas a parceiros Gold da fabricante multinacional X, frustrando o caráter competitivo do certame.",0,Bens e Serviços Comuns de TI,625000.0,0,Rejeitada (Improcedente)
IMP_026,Municipal,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A especificação técnica exige tela de notebook com exatos 14.1 polegadas e carcaça metálica patenteada pela marca Y, direcionando a licitação.",0,Bens e Serviços Comuns de TI,414000.0,0,Rejeitada (Improcedente)
IMP_027,Federal,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A exigência no item 4.2 do edital limita a participação apenas a parceiros Gold da fabricante multinacional X, frustrando o caráter competitivo do certame.",0,Bens e Serviços Comuns de TI,106000.0,0,Rejeitada (Improcedente)
IMP_028,Federal,INC_ORC,"Incongruência Orçamentária: Subestimação crônica dos preços de mercado para o desenvolvimento ou aquisição tecnológica, gerando licitações desertas.",O valor máximo de R$ 50.000 estimado para o desenvolvimento de uma plataforma de Inteligência Artificial com processamento de vídeo é irreal.,0,Bens e Serviços Comuns de TI,174000.0,0,Rejeitada (Improcedente)
IMP_029,Estadual,INC_MER,"Incompatibilidade com Práticas de Mercado: Prazos inexequíveis de entrega, cláusulas draconianas de nível de serviço (SLA) ou escopos excessivamente amplos.",O prazo de 15 dias estabelecido para a customização total de um ERP de grande porte é flagrantemente inexequível perante a engenharia de software.,0,Bens e Serviços Comuns de TI,313000.0,0,Rejeitada (Improcedente)
IMP_030,Municipal,INC_MER,"Incompatibilidade com Práticas de Mercado: Prazos inexequíveis de entrega, cláusulas draconianas de nível de serviço (SLA) ou escopos excessivamente amplos.",A multa de 10% por dia de atraso no SLA de suporte nível 3 em finais de semana inviabiliza a composição de preço pelas empresas concorrentes.,0,Bens e Serviços Comuns de TI,60000.0,0,Rejeitada (Improcedente)
IMP_031,Federal,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A exigência no item 4.2 do edital limita a participação apenas a parceiros Gold da fabricante multinacional X, frustrando o caráter competitivo do certame.",0,Bens e Serviços Comuns de TI,121000.0,0,Rejeitada (Improcedente)
IMP_032,Federal,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A exigência no item 4.2 do edital limita a participação apenas a parceiros Gold da fabricante multinacional X, frustrando o caráter competitivo do certame.",0,Bens e Serviços Comuns de TI,225000.0,0,Rejeitada (Improcedente)
IMP_033,Federal,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A exigência no item 4.2 do edital limita a participação apenas a parceiros Gold da fabricante multinacional X, frustrando o caráter competitivo do certame.",0,Bens e Serviços Comuns de TI,248000.0,0,Rejeitada (Improcedente)
IMP_034,Federal,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A especificação técnica exige tela de notebook com exatos 14.1 polegadas e carcaça metálica patenteada pela marca Y, direcionando a licitação.",0,Bens e Serviços Comuns de TI,406000.0,0,Rejeitada (Improcedente)
IMP_035,Federal,SUP_EXI,Superespecificação de Exigências: Cláusulas exigindo certificações excessivas de equipe ou experiência prévia incompatível com a complexidade real do objeto.,"Exigência de atestado de capacidade técnica comprovando a migração de mais de 10 milhões de cadastros simultâneos, desproporcional ao objeto.",0,Bens e Serviços Comuns de TI,107000.0,0,Rejeitada (Improcedente)
IMP_036,Estadual,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A exigência no item 4.2 do edital limita a participação apenas a parceiros Gold da fabricante multinacional X, frustrando o caráter competitivo do certame.",0,Bens e Serviços Comuns de TI,329000.0,0,Rejeitada (Improcedente)
IMP_037,Estadual,SUP_EXI,Superespecificação de Exigências: Cláusulas exigindo certificações excessivas de equipe ou experiência prévia incompatível com a complexidade real do objeto.,"Exigência de atestado de capacidade técnica comprovando a migração de mais de 10 milhões de cadastros simultâneos, desproporcional ao objeto.",0,Bens e Serviços Comuns de TI,158000.0,0,Rejeitada (Improcedente)
IMP_038,Estadual,INC_MER,"Incompatibilidade com Práticas de Mercado: Prazos inexequíveis de entrega, cláusulas draconianas de nível de serviço (SLA) ou escopos excessivamente amplos.",A multa de 10% por dia de atraso no SLA de suporte nível 3 em finais de semana inviabiliza a composição de preço pelas empresas concorrentes.,0,Bens e Serviços Comuns de TI,422000.0,0,Rejeitada (Improcedente)
IMP_039,Municipal,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A exigência no item 4.2 do edital limita a participação apenas a parceiros Gold da fabricante multinacional X, frustrando o caráter competitivo do certame.",0,Bens e Serviços Comuns de TI,113000.0,0,Rejeitada (Improcedente)
IMP_040,Federal,SUP_EXI,Superespecificação de Exigências: Cláusulas exigindo certificações excessivas de equipe ou experiência prévia incompatível com a complexidade real do objeto.,"Exigência de atestado de capacidade técnica comprovando a migração de mais de 10 milhões de cadastros simultâneos, desproporcional ao objeto.",0,Bens e Serviços Comuns de TI,194000.0,0,Rejeitada (Improcedente)
IMP_041,Federal,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A exigência no item 4.2 do edital limita a participação apenas a parceiros Gold da fabricante multinacional X, frustrando o caráter competitivo do certame.",0,Bens e Serviços Comuns de TI,2538000.0,0,Rejeitada (Improcedente)
IMP_042,Estadual,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A especificação técnica exige tela de notebook com exatos 14.1 polegadas e carcaça metálica patenteada pela marca Y, direcionando a licitação.",0,Bens e Serviços Comuns de TI,432000.0,0,Rejeitada (Improcedente)
IMP_043,Federal,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A especificação técnica exige tela de notebook com exatos 14.1 polegadas e carcaça metálica patenteada pela marca Y, direcionando a licitação.",0,Bens e Serviços Comuns de TI,891000.0,0,Rejeitada (Improcedente)
IMP_044,Municipal,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A especificação técnica exige tela de notebook com exatos 14.1 polegadas e carcaça metálica patenteada pela marca Y, direcionando a licitação.",0,Bens e Serviços Comuns de TI,322000.0,0,Rejeitada (Improcedente)
IMP_045,Estadual,INC_ORC,"Incongruência Orçamentária: Subestimação crônica dos preços de mercado para o desenvolvimento ou aquisição tecnológica, gerando licitações desertas.","Pesquisa de preços baseou-se em cotações obsoletas de 2019, desconsiderando a inflação dos insumos de semicondutores e custos de pessoal de TI.",0,Bens e Serviços Comuns de TI,588000.0,0,Rejeitada (Improcedente)
IMP_046,Federal,SUP_EXI,Superespecificação de Exigências: Cláusulas exigindo certificações excessivas de equipe ou experiência prévia incompatível com a complexidade real do objeto.,O edital exige que a equipe de engenheiros possua 5 certificações internacionais raras para a prestação de serviço básico de suporte a helpdesk.,0,Bens e Serviços Comuns de TI,1008000.0,0,Rejeitada (Improcedente)
IMP_047,Federal,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A especificação técnica exige tela de notebook com exatos 14.1 polegadas e carcaça metálica patenteada pela marca Y, direcionando a licitação.",0,Bens e Serviços Comuns de TI,322000.0,0,Rejeitada (Improcedente)
IMP_048,Estadual,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A especificação técnica exige tela de notebook com exatos 14.1 polegadas e carcaça metálica patenteada pela marca Y, direcionando a licitação.",0,Bens e Serviços Comuns de TI,263000.0,0,Rejeitada (Improcedente)
IMP_049,Estadual,INC_MER,"Incompatibilidade com Práticas de Mercado: Prazos inexequíveis de entrega, cláusulas draconianas de nível de serviço (SLA) ou escopos excessivamente amplos.",O prazo de 15 dias estabelecido para a customização total de um ERP de grande porte é flagrantemente inexequível perante a engenharia de software.,0,Bens e Serviços Comuns de TI,443000.0,0,Rejeitada (Improcedente)
IMP_050,Municipal,SUP_EXI,Superespecificação de Exigências: Cláusulas exigindo certificações excessivas de equipe ou experiência prévia incompatível com a complexidade real do objeto.,"Exigência de atestado de capacidade técnica comprovando a migração de mais de 10 milhões de cadastros simultâneos, desproporcional ao objeto.",0,Bens e Serviços Comuns de TI,30000.0,0,Rejeitada (Improcedente)
IMP_051,Estadual,SUP_EXI,Superespecificação de Exigências: Cláusulas exigindo certificações excessivas de equipe ou experiência prévia incompatível com a complexidade real do objeto.,O edital exige que a equipe de engenheiros possua 5 certificações internacionais raras para a prestação de serviço básico de suporte a helpdesk.,0,Bens e Serviços Comuns de TI,30000.0,0,Rejeitada (Improcedente)
IMP_052,Estadual,INC_MER,"Incompatibilidade com Práticas de Mercado: Prazos inexequíveis de entrega, cláusulas draconianas de nível de serviço (SLA) ou escopos excessivamente amplos.",A multa de 10% por dia de atraso no SLA de suporte nível 3 em finais de semana inviabiliza a composição de preço pelas empresas concorrentes.,0,Bens e Serviços Comuns de TI,97000.0,0,Rejeitada (Improcedente)
IMP_053,Municipal,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A exigência no item 4.2 do edital limita a participação apenas a parceiros Gold da fabricante multinacional X, frustrando o caráter competitivo do certame.",0,Bens e Serviços Comuns de TI,32000.0,0,Rejeitada (Improcedente)
IMP_054,Federal,INC_MER,"Incompatibilidade com Práticas de Mercado: Prazos inexequíveis de entrega, cláusulas draconianas de nível de serviço (SLA) ou escopos excessivamente amplos.",O prazo de 15 dias estabelecido para a customização total de um ERP de grande porte é flagrantemente inexequível perante a engenharia de software.,0,Bens e Serviços Comuns de TI,200000.0,0,Rejeitada (Improcedente)
IMP_055,Federal,INC_ORC,"Incongruência Orçamentária: Subestimação crônica dos preços de mercado para o desenvolvimento ou aquisição tecnológica, gerando licitações desertas.",O valor máximo de R$ 50.000 estimado para o desenvolvimento de uma plataforma de Inteligência Artificial com processamento de vídeo é irreal.,0,Bens e Serviços Comuns de TI,207000.0,0,Rejeitada (Improcedente)
IMP_056,Estadual,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A especificação técnica exige tela de notebook com exatos 14.1 polegadas e carcaça metálica patenteada pela marca Y, direcionando a licitação.",0,Bens e Serviços Comuns de TI,152000.0,1,Acolhida (Procedente)
IMP_057,Federal,INC_ORC,"Incongruência Orçamentária: Subestimação crônica dos preços de mercado para o desenvolvimento ou aquisição tecnológica, gerando licitações desertas.","Pesquisa de preços baseou-se em cotações obsoletas de 2019, desconsiderando a inflação dos insumos de semicondutores e custos de pessoal de TI.",0,Bens e Serviços Comuns de TI,68000.0,1,Acolhida (Procedente)
IMP_058,Estadual,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A especificação técnica exige tela de notebook com exatos 14.1 polegadas e carcaça metálica patenteada pela marca Y, direcionando a licitação.",0,Bens e Serviços Comuns de TI,1422000.0,1,Acolhida (Procedente)
IMP_059,Federal,INC_MER,"Incompatibilidade com Práticas de Mercado: Prazos inexequíveis de entrega, cláusulas draconianas de nível de serviço (SLA) ou escopos excessivamente amplos.",O prazo de 15 dias estabelecido para a customização total de um ERP de grande porte é flagrantemente inexequível perante a engenharia de software.,0,Bens e Serviços Comuns de TI,121000.0,1,Acolhida (Procedente)
IMP_060,Estadual,SUP_EXI,Superespecificação de Exigências: Cláusulas exigindo certificações excessivas de equipe ou experiência prévia incompatível com a complexidade real do objeto.,O edital exige que a equipe de engenheiros possua 5 certificações internacionais raras para a prestação de serviço básico de suporte a helpdesk.,0,Bens e Serviços Comuns de TI,35000.0,1,Acolhida (Procedente)
IMP_061,Municipal,INC_MER,"Incompatibilidade com Práticas de Mercado: Prazos inexequíveis de entrega, cláusulas draconianas de nível de serviço (SLA) ou escopos excessivamente amplos.",A multa de 10% por dia de atraso no SLA de suporte nível 3 em finais de semana inviabiliza a composição de preço pelas empresas concorrentes.,0,Bens e Serviços Comuns de TI,138000.0,1,Acolhida (Procedente)
IMP_062,Estadual,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A especificação técnica exige tela de notebook com exatos 14.1 polegadas e carcaça metálica patenteada pela marca Y, direcionando a licitação.",0,Bens e Serviços Comuns de TI,230000.0,1,Acolhida (Procedente)
IMP_063,Federal,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A exigência no item 4.2 do edital limita a participação apenas a parceiros Gold da fabricante multinacional X, frustrando o caráter competitivo do certame.",0,Bens e Serviços Comuns de TI,164000.0,1,Acolhida (Procedente)
IMP_064,Estadual,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A exigência no item 4.2 do edital limita a participação apenas a parceiros Gold da fabricante multinacional X, frustrando o caráter competitivo do certame.",0,Bens e Serviços Comuns de TI,548000.0,1,Acolhida (Procedente)
IMP_065,Federal,INC_MER,"Incompatibilidade com Práticas de Mercado: Prazos inexequíveis de entrega, cláusulas draconianas de nível de serviço (SLA) ou escopos excessivamente amplos.",O prazo de 15 dias estabelecido para a customização total de um ERP de grande porte é flagrantemente inexequível perante a engenharia de software.,0,Bens e Serviços Comuns de TI,1147000.0,1,Acolhida (Procedente)
IMP_066,Estadual,SUP_EXI,Superespecificação de Exigências: Cláusulas exigindo certificações excessivas de equipe ou experiência prévia incompatível com a complexidade real do objeto.,"Exigência de atestado de capacidade técnica comprovando a migração de mais de 10 milhões de cadastros simultâneos, desproporcional ao objeto.",0,Bens e Serviços Comuns de TI,224000.0,1,Acolhida (Procedente)
IMP_067,Federal,INC_ORC,"Incongruência Orçamentária: Subestimação crônica dos preços de mercado para o desenvolvimento ou aquisição tecnológica, gerando licitações desertas.","Pesquisa de preços baseou-se em cotações obsoletas de 2019, desconsiderando a inflação dos insumos de semicondutores e custos de pessoal de TI.",0,Bens e Serviços Comuns de TI,236000.0,1,Acolhida (Procedente)
IMP_068,Municipal,INC_MER,"Incompatibilidade com Práticas de Mercado: Prazos inexequíveis de entrega, cláusulas draconianas de nível de serviço (SLA) ou escopos excessivamente amplos.",A multa de 10% por dia de atraso no SLA de suporte nível 3 em finais de semana inviabiliza a composição de preço pelas empresas concorrentes.,0,Bens e Serviços Comuns de TI,150000.0,1,Acolhida (Procedente)
IMP_069,Federal,INC_MER,"Incompatibilidade com Práticas de Mercado: Prazos inexequíveis de entrega, cláusulas draconianas de nível de serviço (SLA) ou escopos excessivamente amplos.",O prazo de 15 dias estabelecido para a customização total de um ERP de grande porte é flagrantemente inexequível perante a engenharia de software.,0,Bens e Serviços Comuns de TI,42000.0,1,Acolhida (Procedente)
IMP_070,Municipal,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A exigência no item 4.2 do edital limita a participação apenas a parceiros Gold da fabricante multinacional X, frustrando o caráter competitivo do certame.",0,Bens e Serviços Comuns de TI,178000.0,1,Acolhida (Procedente)
IMP_071,Federal,INC_MER,"Incompatibilidade com Práticas de Mercado: Prazos inexequíveis de entrega, cláusulas draconianas de nível de serviço (SLA) ou escopos excessivamente amplos.",A multa de 10% por dia de atraso no SLA de suporte nível 3 em finais de semana inviabiliza a composição de preço pelas empresas concorrentes.,1,Solução Tecnológica Complexa / Inovação,65000.0,0,Rejeitada (Improcedente)
IMP_072,Federal,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A exigência no item 4.2 do edital limita a participação apenas a parceiros Gold da fabricante multinacional X, frustrando o caráter competitivo do certame.",1,Solução Tecnológica Complexa / Inovação,353000.0,0,Rejeitada (Improcedente)
IMP_073,Estadual,INC_MER,"Incompatibilidade com Práticas de Mercado: Prazos inexequíveis de entrega, cláusulas draconianas de nível de serviço (SLA) ou escopos excessivamente amplos.",A multa de 10% por dia de atraso no SLA de suporte nível 3 em finais de semana inviabiliza a composição de preço pelas empresas concorrentes.,1,Solução Tecnológica Complexa / Inovação,139000.0,0,Rejeitada (Improcedente)
IMP_074,Estadual,INC_MER,"Incompatibilidade com Práticas de Mercado: Prazos inexequíveis de entrega, cláusulas draconianas de nível de serviço (SLA) ou escopos excessivamente amplos.",A multa de 10% por dia de atraso no SLA de suporte nível 3 em finais de semana inviabiliza a composição de preço pelas empresas concorrentes.,1,Solução Tecnológica Complexa / Inovação,1001000.0,0,Rejeitada (Improcedente)
IMP_075,Estadual,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A especificação técnica exige tela de notebook com exatos 14.1 polegadas e carcaça metálica patenteada pela marca Y, direcionando a licitação.",1,Solução Tecnológica Complexa / Inovação,269000.0,0,Rejeitada (Improcedente)
IMP_076,Estadual,INC_MER,"Incompatibilidade com Práticas de Mercado: Prazos inexequíveis de entrega, cláusulas draconianas de nível de serviço (SLA) ou escopos excessivamente amplos.",A multa de 10% por dia de atraso no SLA de suporte nível 3 em finais de semana inviabiliza a composição de preço pelas empresas concorrentes.,1,Solução Tecnológica Complexa / Inovação,665000.0,0,Rejeitada (Improcedente)
IMP_077,Estadual,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A exigência no item 4.2 do edital limita a participação apenas a parceiros Gold da fabricante multinacional X, frustrando o caráter competitivo do certame.",1,Solução Tecnológica Complexa / Inovação,556000.0,0,Rejeitada (Improcedente)
IMP_078,Municipal,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A exigência no item 4.2 do edital limita a participação apenas a parceiros Gold da fabricante multinacional X, frustrando o caráter competitivo do certame.",1,Solução Tecnológica Complexa / Inovação,926000.0,0,Rejeitada (Improcedente)
